row_id,order_id,order_date,customer_id,customer_name,customer_address,City,Country,State,zipcode,region,product_id,product_name,unit_prirce,quantity,total_sale
3811,CA-2012-102582-80568,2020-04-15,NW-18400,Natalie Webber,31157 Cummerata Shoals Apt. 389,Mobile,United States,Alabama,36608,South,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",1056.86,7,7398.02
3812,CA-2014-141873-62060,2020-04-16,CK-12596,Clytie Kelty,2590 Werner Isle Apt. 817,Providence,United States,New York,10024,East,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,12.816,3,38.448
3813,CA-2014-141873-10757,2020-04-17,TH-21116,Thea Hudgings,9658 Alison Fields Suite 329,Providence,United States,New York,10024,East,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",314.352,3,943.056
3814,CA-2014-141873-18096,2020-04-18,DR-12940,Daniel Raglin,68154 Okuneva Rue,Providence,United States,New York,10024,East,OFF-PA-10000069,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",18.98,2,37.96
3815,CA-2014-141873-75382,2020-04-19,DR-12940,Daniel Raglin,68154 Okuneva Rue,Providence,United States,New York,10024,East,OFF-BI-10003655,Durable Pressboard Binders,18.24,6,109.44
3816,CA-2012-140984-82221,2020-04-20,CC-12685,Craig Carroll,1199 Adelle Trace Apt. 208,New York City,United States,New York,10011,East,OFF-ST-10000585,Economy Rollaway Files,991.2,6,5947.2
3817,CA-2012-140984-53000,2020-04-21,CC-12685,Craig Carroll,1199 Adelle Trace Apt. 208,New York City,United States,New York,10011,East,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,879.984,2,1759.968
3818,CA-2012-140984-97999,2020-04-22,CC-12685,Craig Carroll,1199 Adelle Trace Apt. 208,New York City,United States,New York,10011,East,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,12.96,9,116.64
3819,CA-2011-132801-54509,2020-04-23,JG-15805,John Grady,2900 Mallory Cape Apt. 155,Dallas,United States,Texas,75217,Central,OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",107.44,10,1074.4
3820,CA-2014-141733-97568,2020-04-24,RW-19540,Rick Wilson,7764 Rowe Bridge Suite 588,Detroit,United States,Michigan,48234,Central,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1458.65,5,7293.25
3821,CA-2014-141733-54197,2020-04-25,RW-19540,Rick Wilson,7764 Rowe Bridge Suite 588,Detroit,United States,Michigan,48234,Central,FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,26.64,1,26.64
3822,CA-2014-141733-77618,2020-04-26,RW-19540,Rick Wilson,7764 Rowe Bridge Suite 588,Detroit,United States,Michigan,48234,Central,FUR-CH-10000595,Safco Contoured Stacking Chairs,476.8,2,953.6
3823,CA-2014-141733-80638,2020-04-27,RW-19540,Rick Wilson,7764 Rowe Bridge Suite 588,Detroit,United States,Michigan,48234,Central,OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,87.444,2,174.888
3824,US-2012-111927-61106,2020-04-28,LS-17230,Lycoris Saunders,43506 Brekke Valley,Dover,United States,Delaware,19901,East,FUR-FU-10004017,"Executive Impressions 13"" Chairman Wall Clock",76.14,3,228.42
3825,US-2012-111927-83793,2020-04-29,LS-17230,Lycoris Saunders,43506 Brekke Valley,Dover,United States,Delaware,19901,East,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",19.96,2,39.92
3826,CA-2011-105984-51565,2020-04-30,MY-18295,Muhammed Yedwab,49968 Korbin Rapid,Columbus,United States,Ohio,43229,East,TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),1049.97,5,5249.85
3827,CA-2011-105984-41304,2020-05-01,MY-18295,Muhammed Yedwab,49968 Korbin Rapid,Columbus,United States,Ohio,43229,East,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,611.058,3,1833.174
3828,CA-2011-100363-21675,2020-05-02,JM-15655,Jim Mitchum,39045 Ullrich Bridge,Glendale,United States,Arizona,85301,West,OFF-FA-10000611,Binder Clips by OIC,2.368,2,4.736
3829,CA-2011-100363-94591,2020-05-03,JM-15655,Jim Mitchum,39045 Ullrich Bridge,Glendale,United States,Arizona,85301,West,OFF-PA-10004733,Things To Do Today Spiral Book,19.008,3,57.024
3830,CA-2011-126760-88519,2020-05-04,KM-16720,Kunst Miller,235 Kemmer Club Suite 162,North Las Vegas,United States,Nevada,89031,West,TEC-PH-10001363,Apple iPhone 5S,911.984,2,1823.968
3831,CA-2011-126760-95218,2020-05-05,KM-16720,Kunst Miller,235 Kemmer Club Suite 162,North Las Vegas,United States,Nevada,89031,West,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,674.352,3,2023.056
3832,CA-2011-126760-22378,2020-05-06,KM-16720,Kunst Miller,235 Kemmer Club Suite 162,North Las Vegas,United States,Nevada,89031,West,FUR-FU-10004018,Tensor Computer Mounted Lamp,134.01,9,1206.09
3833,CA-2011-126760-83267,2020-05-07,KM-16720,Kunst Miller,235 Kemmer Club Suite 162,North Las Vegas,United States,Nevada,89031,West,TEC-AC-10004814,Logitech Illuminated Ultrathin Keyboard with Backlighting,170.97,3,512.91
3834,US-2011-109162-9285,2020-05-08,KE-16420,Katrina Edelman,35737 Cormier Shoal,Bristol,United States,Tennessee,37620,South,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",170.352,3,511.056
3835,CA-2011-101931-68082,2020-05-09,TS-21370,Todd Sumrall,1617 Madisyn Springs Suite 634,Los Angeles,United States,California,90049,West,OFF-BI-10004140,Avery Non-Stick Binders,7.184,2,14.368
3836,CA-2011-101931-8411,2020-05-10,TS-21370,Todd Sumrall,1617 Madisyn Springs Suite 634,Los Angeles,United States,California,90049,West,OFF-SU-10002301,Serrated Blade or Curved Handle Hand Letter Openers,6.28,2,12.56
3837,CA-2011-101931-72073,2020-05-11,TS-21370,Todd Sumrall,1617 Madisyn Springs Suite 634,Los Angeles,United States,California,90049,West,OFF-SU-10000646,Premier Automatic Letter Opener,480.74,2,961.48
3838,CA-2011-101931-88333,2020-05-12,TS-21370,Todd Sumrall,1617 Madisyn Springs Suite 634,Los Angeles,United States,California,90049,West,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,616.998,6,3701.988
3839,CA-2011-101931-18905,2020-05-13,TS-21370,Todd Sumrall,1617 Madisyn Springs Suite 634,Los Angeles,United States,California,90049,West,OFF-ST-10003442,Eldon Portable Mobile Manager,141.4,5,707
3840,CA-2014-129000-54719,2020-05-14,SZ-20035,Sam Zeldin,26416 German Mall Suite 261,Canton,United States,Michigan,48187,Central,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3,1505.43
3841,CA-2014-161053-39667,2020-05-15,JE-15745,Joel Eaton,95039 Heber Roads,Fayetteville,United States,Arkansas,72701,South,OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,691.96,4,2767.84
3842,CA-2014-161053-16235,2020-05-16,JE-15745,Joel Eaton,95039 Heber Roads,Fayetteville,United States,Arkansas,72701,South,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",34.95,5,174.75
3843,CA-2012-142377-88305,2020-05-17,MS-17980,Michael Stewart,6033 Connelly Trafficway Apt. 922,Springfield,United States,Missouri,65807,Central,OFF-PA-10001970,Xerox 1881,85.96,7,601.72
3844,CA-2012-127593-4573,2020-05-18,DH-13675,Duane Huffman,2178 Hailee Ridge,Quincy,United States,Massachusetts,2169,East,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",85.3,2,170.6
3845,CA-2014-130526-55504,2020-05-19,GT-14755,Guy Thornton,6738 Aron Manors,Rockford,United States,Illinois,61107,Central,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,8,268.544
3846,US-2014-131849-91519,2020-05-20,GH-14410,Gary Hansen,775 Mraz Lodge Apt. 569,San Francisco,United States,California,94122,West,FUR-FU-10004164,"Eldon 300 Class Desk Accessories, Black",4.95,1,4.95
3847,US-2014-131849-7158,2020-05-21,GH-14410,Gary Hansen,775 Mraz Lodge Apt. 569,San Francisco,United States,California,94122,West,OFF-ST-10002957,Sterilite Show Offs Storage Containers,26.4,5,132
3848,US-2014-105389-24019,2020-05-22,DM-13015,Darrin Martin,22778 Quigley Roads Suite 658,San Antonio,United States,Texas,78207,Central,OFF-BI-10004364,Storex Dura Pro Binders,3.564,3,10.692
3849,US-2014-105389-86772,2020-05-23,DM-13015,Darrin Martin,22778 Quigley Roads Suite 658,San Antonio,United States,Texas,78207,Central,TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,823.96,5,4119.8
3850,US-2014-105389-81131,2020-05-24,DM-13015,Darrin Martin,22778 Quigley Roads Suite 658,San Antonio,United States,Texas,78207,Central,OFF-AR-10000634,Newell 320,10.272,3,30.816
3851,CA-2011-140816-88607,2020-05-25,TC-21295,Toby Carlisle,12313 Felicia Greens Apt. 298,Thornton,United States,Colorado,80229,West,TEC-AC-10001539,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,447.944,7,3135.608
3852,CA-2014-154039-43103,2020-05-26,JK-16120,Julie Kriz,87946 Armstrong Isle Apt. 776,Chicago,United States,Illinois,60653,Central,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",480.96,3,1442.88
3853,CA-2014-154039-76781,2020-05-27,JK-16120,Julie Kriz,87946 Armstrong Isle Apt. 776,Chicago,United States,Illinois,60653,Central,TEC-PH-10002789,LG Exalt,124.792,1,124.792
3854,CA-2011-135755-77315,2020-05-28,NC-18415,Nathan Cano,61943 Jacobs Isle,Yonkers,United States,New York,10701,East,OFF-BI-10004828,GBC Poly Designer Binding Covers,40.176,3,120.528
3855,CA-2011-135755-64264,2020-05-29,NC-18415,Nathan Cano,61943 Jacobs Isle,Yonkers,United States,New York,10701,East,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",10.896,3,32.688
3856,CA-2014-123246-35114,2020-05-30,AJ-10960,Astrea Jones,99581 Savanna Turnpike,San Diego,United States,California,92037,West,OFF-AR-10001770,Economy #2 Pencils,10.64,4,42.56
3857,CA-2012-157133-54187,2020-05-31,LC-16885,Lena Creighton,493 Tanner Forest,Champaign,United States,Illinois,61821,Central,FUR-FU-10004904,"Eldon ""L"" Workstation Diamond Chairmat",151.96,5,759.8
3858,CA-2011-124709-36434,2020-06-01,GW-14605,Giulietta Weimer,1464 Aubrey Crescent Suite 131,San Francisco,United States,California,94122,West,TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,238,2,476
3859,CA-2014-146360-4068,2020-06-02,SC-20305,Sean Christensen,157 Zboncak Mountain,Lawrence,United States,Indiana,46226,Central,TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",155.34,6,932.04
3860,CA-2012-132486-26485,2020-06-03,JF-15355,Jay Fein,41291 Rowe Manors,San Diego,United States,California,92105,West,TEC-AC-10000710,Maxell DVD-RAM Discs,148.32,9,1334.88
3861,CA-2012-132486-41943,2020-06-04,JF-15355,Jay Fein,41291 Rowe Manors,San Diego,United States,California,92105,West,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",240.784,1,240.784
3862,CA-2012-132486-75860,2020-06-05,JF-15355,Jay Fein,41291 Rowe Manors,San Diego,United States,California,92105,West,FUR-CH-10004540,Global Chrome Stack Chair,191.968,7,1343.776
3863,CA-2012-132486-57903,2020-06-06,JF-15355,Jay Fein,41291 Rowe Manors,San Diego,United States,California,92105,West,OFF-PA-10004971,Xerox 196,11.56,2,23.12
3864,CA-2012-132486-27107,2020-06-07,JF-15355,Jay Fein,41291 Rowe Manors,San Diego,United States,California,92105,West,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",11.8,4,47.2
3865,CA-2012-132486-55488,2020-06-08,JF-15355,Jay Fein,41291 Rowe Manors,San Diego,United States,California,92105,West,FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,842.352,3,2527.056
3866,CA-2013-136231-34392,2020-06-09,DM-13015,Darrin Martin,22778 Quigley Roads Suite 658,Johnson City,United States,Tennessee,37604,South,OFF-EN-10001099,Staples,23.472,3,70.416
3867,CA-2013-136231-32482,2020-06-10,DM-13015,Darrin Martin,22778 Quigley Roads Suite 658,Johnson City,United States,Tennessee,37604,South,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",86.058,7,602.406
3868,CA-2013-136231-86998,2020-06-11,DM-13015,Darrin Martin,22778 Quigley Roads Suite 658,Johnson City,United States,Tennessee,37604,South,TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,108.784,2,217.568
3869,CA-2013-136231-653,2020-06-12,DM-13015,Darrin Martin,22778 Quigley Roads Suite 658,Johnson City,United States,Tennessee,37604,South,OFF-PA-10000327,Xerox 1971,10.272,3,30.816
3870,CA-2013-140641-46162,2020-06-13,EP-13915,Emily Phan,9902 Hills Stream Suite 539,Tampa,United States,Florida,33614,South,OFF-BI-10001191,Canvas Sectional Post Binders,38.19,5,190.95
3871,CA-2011-151001-58205,2020-06-14,JG-15805,John Grady,2900 Mallory Cape Apt. 155,Decatur,United States,Illinois,62521,Central,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",49.632,4,198.528
3872,CA-2011-151001-94875,2020-06-15,JG-15805,John Grady,2900 Mallory Cape Apt. 155,Decatur,United States,Illinois,62521,Central,OFF-ST-10001031,Adjustable Personal File Tote,52.096,4,208.384
3873,CA-2012-129896-11168,2020-06-16,PF-19120,Peter Fuller,38166 Dane Parkway Apt. 306,Gilbert,United States,Arizona,85234,West,OFF-PA-10002245,Xerox 1895,9.568,2,19.136
3874,CA-2012-129896-54937,2020-06-17,PF-19120,Peter Fuller,38166 Dane Parkway Apt. 306,Gilbert,United States,Arizona,85234,West,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2,164.736
3875,CA-2012-129896-310,2020-06-18,PF-19120,Peter Fuller,38166 Dane Parkway Apt. 306,Gilbert,United States,Arizona,85234,West,FUR-FU-10004904,"Eldon ""L"" Workstation Diamond Chairmat",364.704,6,2188.224
3876,CA-2012-129896-93032,2020-06-19,PF-19120,Peter Fuller,38166 Dane Parkway Apt. 306,Gilbert,United States,Arizona,85234,West,FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",40.256,4,161.024
3877,CA-2011-152849-65229,2020-06-20,DW-13195,David Wiener,21247 Rickey Mountains Suite 426,Knoxville,United States,Tennessee,37918,South,OFF-AR-10002833,Newell 322,4.368,3,13.104
3878,US-2014-127341-77778,2020-06-21,CK-12595,Clytie Kelty,25552 Hodkiewicz Land Apt. 668,Chicago,United States,Illinois,60653,Central,OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",12.128,4,48.512
3879,CA-2013-167759-60672,2020-06-22,CC-12670,Craig Carreira,860 Kuhlman Junctions,Bloomington,United States,Indiana,47401,Central,TEC-PH-10003171,Plantronics Encore H101 Dual Earpieces Headset,134.85,3,404.55
3880,CA-2011-100895-56463,2020-06-23,SV-20785,Stewart Visinsky,2816 Al Groves Suite 832,Roswell,United States,Georgia,30076,South,OFF-AR-10004511,"Sanford Colorific Scented Colored Pencils, 12/Pack",8.56,2,17.12
3881,CA-2011-100895-78991,2020-06-24,SV-20785,Stewart Visinsky,2816 Al Groves Suite 832,Roswell,United States,Georgia,30076,South,TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,239.97,3,719.91
3882,CA-2011-100895-87559,2020-06-25,SV-20785,Stewart Visinsky,2816 Al Groves Suite 832,Roswell,United States,Georgia,30076,South,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",356.94,2,713.88
3883,US-2013-163881-93269,2020-06-26,SP-20860,Sung Pak,59450 Lafayette Club Suite 982,Los Angeles,United States,California,90036,West,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,1319.8
3884,US-2013-163881-13592,2020-06-27,SP-20860,Sung Pak,59450 Lafayette Club Suite 982,Los Angeles,United States,California,90036,West,FUR-CH-10001394,Global Leather Executive Chair,1684.752,6,10108.512
3885,US-2013-163881-80322,2020-06-28,SP-20860,Sung Pak,59450 Lafayette Club Suite 982,Los Angeles,United States,California,90036,West,TEC-AC-10000420,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,559.92,8,4479.36
3886,US-2013-144547-59120,2020-06-29,MS-17770,Maxwell Schwartz,509 Tromp Village,Houston,United States,Texas,77036,Central,TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,279.944,7,1959.608
3887,US-2011-112200-2782,2020-06-30,TC-21475,Tony Chapman,983 Madonna Row,Bolingbrook,United States,Illinois,60440,Central,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",9.98,5,49.9
3888,CA-2014-110212-75141,2020-07-01,SJ-20125,Sanjit Jacobs,9507 Labadie Skyway Suite 136,Texarkana,United States,Arkansas,71854,South,TEC-AC-10002331,"Maxell 74 Minute CDR, 10/Pack",48.9,5,244.5
3889,CA-2014-134285-64400,2020-07-02,DS-13180,David Smith,7910 Breitenberg Parkway,San Antonio,United States,Texas,78207,Central,OFF-FA-10000611,Binder Clips by OIC,3.552,3,10.656
3890,CA-2014-134285-20968,2020-07-03,DS-13180,David Smith,7910 Breitenberg Parkway,San Antonio,United States,Texas,78207,Central,OFF-PA-10000304,Xerox 1995,15.552,3,46.656
3891,CA-2014-102267-63425,2020-07-04,SC-20800,Stuart Calhoun,6840 Reichel Alley Suite 720,Edinburg,United States,Texas,78539,Central,OFF-FA-10000611,Binder Clips by OIC,2.368,2,4.736
3892,CA-2014-157980-79140,2020-07-05,SH-20395,Shahid Hopkins,72003 Madisen Locks,Toledo,United States,Ohio,43615,East,TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,127.984,2,255.968
3893,CA-2012-121097-44253,2020-07-06,SF-20965,Sylvia Foulston,868 Maryjane Tunnel,Baytown,United States,Texas,77520,Central,OFF-PA-10001937,Xerox 21,10.368,2,20.736
3894,CA-2012-151043-75845,2020-07-07,MG-17680,Maureen Gastineau,90661 Felix Unions,Philadelphia,United States,Pennsylvania,19143,East,TEC-AC-10001090,Micro Innovations Wireless Classic Keyboard with Mouse,47.984,2,95.968
3895,US-2012-119312-340,2020-07-08,CS-12400,Christopher Schild,7642 Morar Manor,Los Angeles,United States,California,90045,West,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,270.34,14,3784.76
3896,CA-2012-167010-18919,2020-07-09,VT-21700,Valerie Takahito,2321 Erna Neck Apt. 432,Philadelphia,United States,Pennsylvania,19143,East,OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,98.112,7,686.784
3897,CA-2012-167010-46147,2020-07-10,VT-21700,Valerie Takahito,2321 Erna Neck Apt. 432,Philadelphia,United States,Pennsylvania,19143,East,OFF-ST-10003816,Fellowes High-Stak Drawer Files,563.808,4,2255.232
3898,CA-2012-167010-71164,2020-07-11,VT-21700,Valerie Takahito,2321 Erna Neck Apt. 432,Philadelphia,United States,Pennsylvania,19143,East,OFF-BI-10002072,Cardinal Slant-D Ring Binders,10.428,4,41.712
3899,CA-2012-167010-24785,2020-07-12,VT-21700,Valerie Takahito,2321 Erna Neck Apt. 432,Philadelphia,United States,Pennsylvania,19143,East,FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,547.136,4,2188.544
3900,CA-2012-167010-40799,2020-07-13,VT-21700,Valerie Takahito,2321 Erna Neck Apt. 432,Philadelphia,United States,Pennsylvania,19143,East,TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85,5,74.25
3901,CA-2012-167010-14418,2020-07-14,VT-21700,Valerie Takahito,2321 Erna Neck Apt. 432,Philadelphia,United States,Pennsylvania,19143,East,TEC-PH-10002844,Speck Products Candyshell Flip Case,41.988,2,83.976
3902,CA-2012-167010-54635,2020-07-15,VT-21700,Valerie Takahito,2321 Erna Neck Apt. 432,Philadelphia,United States,Pennsylvania,19143,East,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",7.584,1,7.584
3903,CA-2012-167010-77200,2020-07-16,VT-21700,Valerie Takahito,2321 Erna Neck Apt. 432,Philadelphia,United States,Pennsylvania,19143,East,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",352.45,5,1762.25
3904,CA-2014-126788-25798,2020-07-17,AB-10105,Adrian Barton,6370 Quitzon Forge,Pearland,United States,Texas,77581,Central,TEC-PH-10001619,LG G3,470.376,3,1411.128
3905,CA-2014-148068-4179,2020-07-18,MM-18280,Muhammed MacIntyre,88168 Deonte Junction Suite 531,New York City,United States,New York,10035,East,OFF-PA-10001639,Xerox 203,19.44,3,58.32
3906,CA-2014-148068-87573,2020-07-19,MM-18280,Muhammed MacIntyre,88168 Deonte Junction Suite 531,New York City,United States,New York,10035,East,FUR-FU-10002268,Ultra Door Push Plate,9.82,2,19.64
3907,US-2014-142573-34393,2020-07-20,ML-17410,Maris LaWare,85505 Trinity Spurs Suite 465,Phoenix,United States,Arizona,85023,West,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",801.6,5,4008
3908,US-2014-142573-5190,2020-07-21,ML-17410,Maris LaWare,85505 Trinity Spurs Suite 465,Phoenix,United States,Arizona,85023,West,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",161.568,2,323.136
3909,US-2014-142573-80655,2020-07-22,ML-17410,Maris LaWare,85505 Trinity Spurs Suite 465,Phoenix,United States,Arizona,85023,West,OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes,16.096,2,32.192
3910,US-2014-142573-80079,2020-07-23,ML-17410,Maris LaWare,85505 Trinity Spurs Suite 465,Phoenix,United States,Arizona,85023,West,OFF-BI-10003350,Acco Expandable Hanging Binders,7.656,4,30.624
3911,US-2014-142573-13831,2020-07-24,ML-17410,Maris LaWare,85505 Trinity Spurs Suite 465,Phoenix,United States,Arizona,85023,West,FUR-CH-10000513,High-Back Leather Manager's Chair,311.976,3,935.928
3912,US-2012-148817-10269,2020-07-25,KD-16495,Keith Dawkins,32931 Jacobs Manor Apt. 121,Chesapeake,United States,Virginia,23320,South,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",61.68,4,246.72
3913,US-2012-148817-53127,2020-07-26,KD-16495,Keith Dawkins,32931 Jacobs Manor Apt. 121,Chesapeake,United States,Virginia,23320,South,OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",63.96,4,255.84
3914,CA-2013-110044-44367,2020-07-27,RF-19735,Roland Fjeld,6021 Reynolds Fords Suite 307,Chicago,United States,Illinois,60610,Central,TEC-PH-10001299,Polycom CX300 Desktop Phone USB VoIP phone,359.976,3,1079.928
3915,CA-2014-146920-69509,2020-07-28,SC-20305,Sean Christensen,157 Zboncak Mountain,Chicago,United States,Illinois,60623,Central,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,6,152.064
3916,CA-2014-146920-74705,2020-07-29,SC-20305,Sean Christensen,157 Zboncak Mountain,Chicago,United States,Illinois,60623,Central,OFF-PA-10001461,HP Office Paper (20Lb. and 87 Bright),26.72,5,133.6
3917,CA-2011-103940-28105,2020-07-30,BN-11515,Bradley Nguyen,58048 Laila Expressway Suite 468,Seattle,United States,Washington,98103,West,OFF-ST-10004963,Eldon Gobal File Keepers,30.28,2,60.56
3918,CA-2011-103940-23970,2020-07-31,BN-11515,Bradley Nguyen,58048 Laila Expressway Suite 468,Seattle,United States,Washington,98103,West,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,57.93,3,173.79
3919,CA-2011-103940-99274,2020-08-01,BN-11515,Bradley Nguyen,58048 Laila Expressway Suite 468,Seattle,United States,Washington,98103,West,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",35.34,2,70.68
3920,CA-2011-103940-34214,2020-08-02,BN-11515,Bradley Nguyen,58048 Laila Expressway Suite 468,Seattle,United States,Washington,98103,West,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,137.24,5,686.2
3921,CA-2013-162082-23334,2020-08-03,JS-15880,John Stevenson,3824 Mosciski Brook Suite 902,Harlingen,United States,Texas,78550,Central,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",241.332,5,1206.66
3922,CA-2013-162082-36664,2020-08-04,JS-15880,John Stevenson,3824 Mosciski Brook Suite 902,Harlingen,United States,Texas,78550,Central,OFF-PA-10001934,Xerox 1993,5.184,1,5.184
3923,CA-2013-162082-96582,2020-08-05,JS-15880,John Stevenson,3824 Mosciski Brook Suite 902,Harlingen,United States,Texas,78550,Central,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",145.544,7,1018.808
3924,CA-2013-132094-58320,2020-08-06,VG-21805,Vivek Grady,3398 Cierra Fords,Philadelphia,United States,Pennsylvania,19140,East,OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",5.472,3,16.416
3925,CA-2013-132094-72885,2020-08-07,VG-21805,Vivek Grady,3398 Cierra Fords,Philadelphia,United States,Pennsylvania,19140,East,TEC-AC-10001109,Logitech Trackman Marble Mouse,47.984,2,95.968
3926,CA-2014-123001-53785,2020-08-08,AW-10840,Anthony Witt,121 Sophie Forks,Bakersfield,United States,California,93309,West,OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",9.4,5,47
3927,CA-2014-123001-51080,2020-08-09,AW-10840,Anthony Witt,121 Sophie Forks,Bakersfield,United States,California,93309,West,OFF-LA-10004544,Avery 505,74,5,370
3928,CA-2014-123001-76843,2020-08-10,AW-10840,Anthony Witt,121 Sophie Forks,Bakersfield,United States,California,93309,West,TEC-PH-10003484,Ooma Telo VoIP Home Phone System,201.584,2,403.168
3929,CA-2012-118955-60435,2020-08-11,LS-17230,Lycoris Saunders,43506 Brekke Valley,Grand Prairie,United States,Texas,75051,Central,OFF-EN-10001028,Staples,28.752,3,86.256
3930,CA-2012-118955-6787,2020-08-12,LS-17230,Lycoris Saunders,43506 Brekke Valley,Grand Prairie,United States,Texas,75051,Central,OFF-PA-10004156,Xerox 188,27.216,3,81.648
3931,CA-2012-118955-67892,2020-08-13,LS-17230,Lycoris Saunders,43506 Brekke Valley,Grand Prairie,United States,Texas,75051,Central,FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,197.372,2,394.744
3932,US-2013-143448-88172,2020-08-14,MH-17455,Mark Hamilton,66044 Bailey Ridge,Greenwood,United States,Indiana,46142,Central,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,1424.9,5,7124.5
3933,CA-2014-117863-23885,2020-08-15,DR-12940,Daniel Raglin,68154 Okuneva Rue,Providence,United States,New York,10024,East,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",14.56,2,29.12
3934,CA-2014-117863-97830,2020-08-16,KM-16375,Katherine Murray,704 Haag Crossing Suite 167,Providence,United States,New York,10024,East,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",3.048,1,3.048
